GAME_DATE,TEAM_NAME,MATCHUP,WL,PTS,PLUS_MINUS
2024-10-12,Boston Celtics,BOS vs. PHI,W,139,50.0
2024-10-12,Philadelphia 76ers,PHI @ BOS,L,89,-50.0
2024-10-12,Memphis Grizzlies,MEM @ CHI,W,124,3.0
2024-10-12,Utah Jazz,UTA @ SAS,L,120,-6.0
2024-10-12,Chicago Bulls,CHI vs. MEM,L,121,-3.0
2024-10-12,San Antonio Spurs,SAS vs. UTA,W,126,6.0
2024-10-11,Sacramento Kings,SAC @ GSW,L,106,-3.0
2024-10-11,Toronto Raptors,TOR @ WAS,L,95,-18.0
2024-10-11,Detroit Pistons,DET @ PHX,W,109,18.0
2024-10-11,Portland Trail Blazers,POR @ LAC,L,99,-2.0
2024-10-11,Golden State Warriors,GSW vs. SAC,W,109,3.0
2024-10-11,Phoenix Suns,PHX vs. DET,L,91,-18.0
2024-10-11,Washington Wizards,WAS vs. TOR,W,113,18.0
2024-10-11,LA Clippers,LAC vs. POR,W,101,2.0
2024-10-11,Minnesota Timberwolves,MIN vs. PHI,W,121,10.0
2024-10-11,Philadelphia 76ers,PHI @ MIN,L,111,-10.0
2024-10-10,Cleveland Cavaliers,CLE vs. IND,L,117,-12.0
2024-10-10,Los Angeles Lakers,LAL @ MIL,W,107,5.0
2024-10-10,Milwaukee Bucks,MIL vs. LAL,L,102,-5.0
2024-10-10,Utah Jazz,UTA @ DAL,W,107,5.0
2024-10-10,Dallas Mavericks,DAL vs. UTA,L,102,-5.0
2024-10-10,Oklahoma City Thunder,OKC vs. NZB,W,117,28.0
2024-10-10,Indiana Pacers,IND @ CLE,W,129,12.0
2024-10-10,Charlotte Hornets,CHA @ MEM,W,119,25.0
2024-10-10,New Zealand Breakers,NZB @ OKC,L,89,-28.0
2024-10-10,Memphis Grizzlies,MEM vs. CHA,L,94,-25.0
2024-10-09,Golden State Warriors,GSW @ SAC,W,122,10.0
2024-10-09,Houston Rockets,HOU @ OKC,W,122,9.0
2024-10-09,Oklahoma City Thunder,OKC vs. HOU,L,113,-9.0
2024-10-09,New York Knicks,NYK vs. WAS,W,117,23.0
2024-10-09,San Antonio Spurs,SAS vs. ORL,W,107,10.0
2024-10-09,Sacramento Kings,SAC vs. GSW,L,112,-10.0
2024-10-09,Washington Wizards,WAS @ NYK,L,94,-23.0
2024-10-09,Orlando Magic,ORL @ SAS,L,97,-10.0
2024-10-08,Atlanta Hawks,ATL vs. IND,W,131,1.0
2024-10-08,Charlotte Hornets,CHA vs. MIA,W,111,3.0
2024-10-08,Phoenix Suns,PHX @ DET,W,105,8.0
2024-10-08,Chicago Bulls,CHI @ CLE,W,116,4.0
2024-10-08,Cleveland Cavaliers,CLE vs. CHI,L,112,-4.0
2024-10-08,Miami Heat,MIA @ CHA,L,108,-3.0
2024-10-08,Indiana Pacers,IND @ ATL,L,130,-1.0
2024-10-08,LA Clippers,LAC vs. BKN,W,115,9.0
2024-10-08,Detroit Pistons,DET vs. PHX,L,97,-8.0
2024-10-08,Brooklyn Nets,BKN @ LAC,L,106,-9.0
2024-10-07,Oklahoma City Thunder,OKC @ SAS,W,112,5.0
2024-10-07,San Antonio Spurs,SAS vs. OKC,L,107,-5.0
2024-10-07,Memphis Grizzlies,MEM @ DAL,W,121,5.0
2024-10-07,New Zealand Breakers,NZB @ PHI,L,84,-55.0
2024-10-07,New Orleans Pelicans,NOP vs. ORL,W,106,2.0
2024-10-07,Dallas Mavericks,DAL vs. MEM,L,116,-5.0
2024-10-07,Philadelphia 76ers,PHI vs. NZB,W,139,55.0
2024-10-07,Houston Rockets,HOU @ UTA,L,113,-9.0
2024-10-07,Utah Jazz,UTA vs. HOU,W,122,9.0
2024-10-07,Orlando Magic,ORL @ NOP,L,104,-2.0
2024-10-06,Detroit Pistons,DET vs. MIL,W,120,33.0
2024-10-06,Milwaukee Bucks,MIL @ DET,L,87,-33.0
2024-10-06,Phoenix Suns,PHX @ LAL,W,118,4.0
2024-10-06,Washington Wizards,WAS @ TOR,L,98,-27.0
2024-10-06,Toronto Raptors,WAS @ TOR,W,125,27.0
2024-10-06,Los Angeles Lakers,LAL vs. PHX,L,114,-4.0
2024-10-06,Charlotte Hornets,CHA vs. NYK,L,109,-2.0
2024-10-06,New York Knicks,NYK @ CHA,W,111,2.0
2024-10-06,Denver Nuggets,DEN @ BOS,L,104,-26.0
2024-10-06,Boston Celtics,DEN @ BOS,W,130,26.0
2024-10-05,LA Clippers,LAC vs. GSW,L,90,-1.0
2024-10-05,Golden State Warriors,GSW @ LAC,W,91,1.0
2024-10-04,New Zealand Breakers,NZB @ UTA,L,87,-29.0
2024-10-04,Los Angeles Lakers,LAL vs. MIN,L,107,-17.0
2024-10-04,Denver Nuggets,BOS @ DEN,L,103,-4.0
2024-10-04,Boston Celtics,BOS @ DEN,W,107,4.0
2024-10-04,Utah Jazz,UTA vs. NZB,W,116,29.0
2024-10-04,Minnesota Timberwolves,MIN @ LAL,W,124,17.0
